Date,BBAS3,ENBR3,HYPE3,PRIO3,TIMS3,WEGE3
2018-01-02,23.98726463317871,9.724760055541992,30.05154037475586,1.7089999914169312,10.77755355834961,8.9063081741333
2018-01-03,24.29320526123047,9.286460876464844,29.583425521850586,1.7400000095367432,10.785717010498047,8.771039962768555
2018-01-04,24.526302337646484,9.30015754699707,29.800769805908203,1.8001999855041504,10.736725807189941,8.68560791015625
2018-01-05,24.526302337646484,9.217976570129395,30.076629638671875,1.9016000032424927,10.826541900634766,8.721203804016113
2018-01-08,24.58458137512207,9.36864185333252,29.7673282623291,2.045599937438965,10.679574012756348,8.792398452758789
2018-01-09,24.351478576660156,9.485064506530762,29.926151275634766,1.8286000490188599,10.695906639099121,8.934785842895508
2018-01-10,24.249502182006836,9.259066581726074,29.80912208557129,1.8040000200271606,10.44279670715332,8.863595008850098
2018-01-11,24.8031063079834,9.348095893859863,29.93451499938965,1.9800000190734863,10.483619689941406,9.034455299377441
2018-01-12,24.861387252807617,9.416581153869629,30.511302947998047,1.9179999828338623,10.516276359558105,9.10208797454834
2018-01-15,24.985218048095703,9.348095893859863,30.369199752807617,1.899999976158142,10.769388198852539,9.162605285644531
2018-01-16,25.20374870300293,9.334400177001953,30.394271850585938,1.7990000247955322,10.393805503845215,9.272953987121582
2018-01-17,25.801055908203125,9.375489234924316,30.402631759643555,1.7999999523162842,10.475455284118652,9.219558715820312
2018-01-18,25.626237869262695,9.348095893859863,30.11005210876465,1.7400000095367432,10.450959205627441,9.091411590576172
2018-01-19,25.458696365356445,9.30015754699707,30.3106746673584,1.7619999647140503,10.434629440307617,9.2160005569458
2018-01-22,25.54610824584961,9.382336616516113,30.227083206176758,1.7000000476837158,10.450959205627441,9.112771034240723
2018-01-23,25.655378341674805,9.170038223266602,29.90108299255371,1.731600046157837,10.336653709411621,8.849350929260254
2018-01-24,27.673126220703125,9.36864185333252,30.494583129882812,1.8300000429153442,10.573431968688965,8.863595008850098
2018-01-25,27.673126220703125,9.36864185333252,30.494583129882812,1.8300000429153442,10.573431968688965,8.863595008850098
2018-01-26,28.532682418823242,9.66312313079834,30.093341827392578,1.7796000242233276,10.932683944702148,8.902746200561523
2018-01-29,28.372426986694336,9.62203311920166,30.05154037475586,1.809999942779541,10.867366790771484,8.617976188659668
2018-01-30,28.263153076171875,9.567245483398438,29.926151275634766,1.750599980354309,10.744893074035645,8.543220520019531
2018-01-31,28.904184341430664,9.38918685913086,30.3775577545166,1.7660000324249268,11.022497177124023,8.436431884765625
2018-02-01,28.984310150146484,9.450823783874512,31.096452713012695,1.7726000547409058,10.998003005981445,8.36523723602295
2018-02-02,28.590957641601562,9.402883529663086,30.77044105529785,1.7300000190734863,10.900025367736816,8.098264694213867
2018-02-05,27.73868751525879,9.135795593261719,30.076629638671875,1.6895999908447266,10.638750076293945,8.009268760681152
2018-02-06,28.955171585083008,9.354944229125977,29.926151275634766,1.6097999811172485,11.381747245788574,8.251328468322754
2018-02-07,28.984310150146484,9.265915870666504,30.05154037475586,1.600000023841858,11.569541931152344,8.151657104492188
2018-02-08,28.07377052307129,9.01937198638916,29.558345794677734,1.559999942779541,11.210289001464844,7.913159370422363
2018-02-09,27.549301147460938,8.902948379516602,29.967952728271484,1.5535999536514282,11.046992301940918,7.802809715270996
2018-02-14,28.816774368286133,9.03306770324707,30.887475967407227,1.6380000114440918,11.716506004333496,8.151657104492188
2018-02-15,29.064430236816406,8.916645050048828,30.929264068603516,1.6308000087738037,11.504220008850098,8.333198547363281
2018-02-16,29.355806350708008,8.964583396911621,30.787155151367188,1.6430000066757202,11.504220008850098,8.140975952148438
2018-02-19,28.86775779724121,8.964583396911621,31.063016891479492,1.625599980354309,11.25927734375,8.176572799682617
2018-02-20,29.720014572143555,9.176885604858398,30.92091941833496,1.639799952507019,11.43073844909668,8.16945743560791
2018-02-21,29.953115463256836,9.204278945922852,30.98778533935547,1.5532000064849854,11.504220008850098,8.130301475524902
2018-02-22,30.88552474975586,9.142643928527832,30.929264068603516,1.5498000383377075,11.406243324279785,8.183693885803223
2018-02-23,30.88552474975586,9.498760223388672,30.895824432373047,1.5895999670028687,11.618526458740234,8.489825248718262
2018-02-26,31.33713722229004,9.313855171203613,29.483116149902344,1.6025999784469604,11.716506004333496,8.600175857543945
2018-02-27,31.03119468688965,9.361793518066406,29.17382049560547,1.5,11.520550727844238,8.472026824951172
2018-02-28,30.448455810546875,9.108402252197266,28.856178283691406,1.4500000476837158,11.5123872756958,8.333198547363281
2018-03-01,30.666988372802734,9.279611587524414,29.249061584472656,1.4315999746322632,11.455231666564941,8.28692626953125
2018-03-02,30.920265197753906,9.471366882324219,29.600139617919922,1.3478000164031982,11.43890380859375,8.240646362304688
2018-03-05,31.17671775817871,9.464519500732422,30.32740592956543,1.4040000438690186,11.520550727844238,8.13066291809082
2018-03-06,31.865459442138672,9.34124755859375,29.758970260620117,1.350000023841858,11.479728698730469,8.116374015808105
2018-03-07,31.645631790161133,9.307005882263184,30.511302947998047,1.2073999643325806,11.855308532714844,8.062787055969238
2018-03-08,31.814165115356445,9.293309211730957,31.04629898071289,1.2380000352859497,11.7981538772583,8.019918441772461
2018-03-09,32.026649475097656,9.416581153869629,30.929264068603516,1.3559999465942383,11.953285217285156,8.21639633178711
2018-03-12,31.858116149902344,9.533003807067871,31.180055618286133,1.3200000524520874,11.994110107421875,8.180675506591797
2018-03-13,31.45562744140625,9.430276870727539,31.305435180664062,1.2699999809265137,12.002276420593262,8.109228134155273
2018-03-14,31.18402862548828,9.313855171203613,31.489336013793945,1.246000051498413,12.034934997558594,8.234259605407715
2018-03-15,31.117956161499023,9.36864185333252,30.895824432373047,1.2300000190734863,11.994110107421875,8.25212287902832
2018-03-16,31.12530517578125,9.245368957519531,31.430818557739258,1.2000000476837158,11.945119857788086,8.287842750549316
2018-03-19,30.391210556030273,9.23852252960205,30.887475967407227,1.2599999904632568,11.749165534973145,8.291418075561523
2018-03-20,30.508657455444336,9.279611587524414,30.21873664855957,1.3004000186920166,11.887968063354492,8.227116584777832
2018-03-21,31.015178680419922,9.2727632522583,30.15185546875,1.2319999933242798,11.667519569396973,8.269980430603027
2018-03-22,30.457265853881836,9.279611587524414,30.009750366210938,1.2325999736785889,11.569541931152344,8.287842750549316
2018-03-23,30.244394302368164,9.307005882263184,29.54998207092285,1.2400000095367432,11.47156047821045,8.219970703125
2018-03-26,30.44993019104004,9.265915870666504,29.88435935974121,1.2095999717712402,11.740999221801758,8.095536231994629
2018-03-27,29.693822860717773,9.176885604858398,29.51655387878418,1.25,11.55320930480957,7.952314376831055
2018-03-28,29.5983943939209,9.01937198638916,29.86763572692871,1.1812000274658203,11.414406776428223,8.020345687866211
2018-03-29,30.119596481323242,9.115249633789062,30.227083206176758,1.1799999475479126,11.757330894470215,8.095536231994629
2018-04-02,29.54701042175293,9.094703674316406,29.625225067138672,1.0922000408172607,11.520550727844238,7.991705894470215
2018-04-03,29.157941818237305,9.005674362182617,29.54998207092285,1.0936000347137451,12.034934997558594,7.991705894470215
2018-04-04,29.400184631347656,9.07415771484375,30.143497467041016,1.0717999935150146,11.708340644836426,7.995284557342529
2018-04-05,30.259082794189453,9.476317405700684,30.670129776000977,1.0460000038146973,11.92062759399414,7.96306037902832
